,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
702098,702098,2019-10-27 00:54:23,3598014571045296,fraud_Eichmann-Russel,misc_pos,50.79,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,11af1175142ff85e4347c9e52b57306c,1351299263,35.211113,-78.097819,0,28365.0
703244,703244,2019-10-27 12:11:41,581686439828,"fraud_Cronin, Kshlerin and Weber",health_fitness,2.66,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,a9569a429dd7b6ee00abc522e0285ef1,1351339901,41.213731,-80.993563,0,44444.0
1053176,1053176,2020-03-13 02:31:27,3567527758368741,fraud_Denesik and Sons,shopping_pos,1.0,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,bab122c9e6b0ab282d6fd566a795739f,1363141887,32.605346999999995,-100.632785,0,79526.0
171648,171648,2019-03-31 13:51:41,180094419304907,fraud_Kilback Group,food_dining,73.36,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,4749e08740c317dd7131b19574406526,1333201901,34.395373,-117.155111,0,92308.0
289282,289282,2019-05-22 12:04:19,180064817343047,fraud_Waelchi Inc,kids_pets,77.6,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,25ca1a417ab0de7032d4cccafced6ddd,1337688259,38.040945,-86.287598,0,40104.0
235205,235205,2019-04-28 14:43:04,2288813824604479,fraud_Homenick LLC,personal_care,70.02,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,b64b67f82a458ca2060d22e4f01d265b,1335624184,40.21039,-73.53557099999999,0,
1156325,1156325,2020-04-27 12:15:54,6592861994408652,"fraud_McDermott, Osinski and Morar",home,208.22,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,9264cde1a2a29f6dfeeb7310a5b76457,1367064954,43.585045,-77.744647,0,
661655,661655,2019-10-08 19:04:47,6011329966782895,"fraud_McDermott, Osinski and Morar",home,53.13,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,05292c2a13964b3bdde78dc6c0127c10,1349723087,37.054846000000005,-96.544749,0,67024.0
204243,204243,2019-04-14 19:23:22,3559160581764413,fraud_Cormier LLC,health_fitness,73.51,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,9602cb15b14487a367e3e2fe1c4362bf,1334431402,42.288577,-79.671853,0,14775.0
444397,444397,2019-07-16 17:12:24,4755696071492,fraud_Kutch-Ferry,home,18.49,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,be53506d45b9c6eebf4bbddb81fedc82,1342458744,33.241094,-96.324375,0,75424.0
1019251,1019251,2020-02-24 20:44:40,2283743876903625,"fraud_Koss, Hansen and Lueilwitz",home,33.42,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,53d2049e1d6e19a2a6c9e8fe03302ad3,1361738680,34.007319,-85.241528,0,30125.0
1148625,1148625,2020-04-23 22:22:09,3534330126107879,"fraud_Yost, Schamberger and Windler",kids_pets,59.1,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,22b4c4c323212c607ddc5d13d7833501,1366755729,45.852873,-109.234489,0,59067.0
79224,79224,2019-02-16 19:54:51,6538441737335434,fraud_Volkman Ltd,misc_net,147.49,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,d77867b9c173abfddaf3071a7d8c26d8,1329422091,40.609624,-80.677286,0,43968.0
1066182,1066182,2020-03-18 05:52:16,2248348993063230,fraud_Torp-Labadie,gas_transport,87.61,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,a5b9f669b04d1a66cab86b03c30cbd1e,1363585936,40.770291,-81.563338,0,44647.0
176406,176406,2019-04-01 23:49:02,373905417449658,"fraud_Moore, Williamson and Emmerich",home,60.3,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,c955abb3d74676c79f17e7da49ed646c,1333324142,31.91905,-97.897781,0,76649.0
382583,382583,2019-06-24 15:09:50,2720433095629877,fraud_Reichel Inc,entertainment,10.01,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,ce8877d048367ad5f8b66ad06e5f9964,1340550590,44.469832,-69.75686999999999,0,4917.0
852323,852323,2019-12-15 21:13:12,4383521454815,fraud_Streich Ltd,home,123.98,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,bebc58df2d7154e8c264b8f44c9abb54,1355605992,40.471622,-85.879237,0,46986.0
618108,618108,2019-09-20 03:33:17,5359543825610251,fraud_Kunze Inc,grocery_pos,37.44,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",1975-06-29,011e56496029a91b75129167a490f4ab,1348111997,45.014727,-111.981076,0,
1254859,1254859,2020-06-06 18:24:10,180036456789979,fraud_Morissette-Schaefer,personal_care,4.06,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,1dffc31a7c6f290674ac77d8b2fe8fc2,1370543050,43.47489,-90.671259,0,54664.0
896740,896740,2019-12-26 00:16:54,676173792455,fraud_Howe PLC,entertainment,31.03,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,db68407acc346921c485ce3cf3617ed8,1356481014,34.056409,-117.858587,0,91724.0
416186,416186,2019-07-07 03:07:30,373905417449658,fraud_Hills-Olson,grocery_net,50.15,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,1970-11-12,5fd4d53423a2abf6337b8152ef9b3f02,1341630450,31.332985,-98.329044,0,76853.0
975054,975054,2020-01-30 15:02:29,30074693890476,fraud_Nader-Maggio,personal_care,60.27,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,4f4d7e2fa0f2af3bae0e2d40760c168e,1359558149,38.130733,-101.748922,0,
1290430,1290430,2020-06-18 22:58:39,30235438713303,fraud_Ernser-Lynch,food_dining,128.62,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,93d4624d4dc7dca3d52589d1c0b235ff,1371596319,38.23906,-82.26537900000001,0,25506.0
65947,65947,2019-02-08 21:51:27,3585052663373890,"fraud_Larkin, Stracke and Greenfelder",entertainment,54.69,Jeffery,Brown,M,296 Maria Street,West Eaton,NY,13484,42.8546,-75.6605,176,Science writer,1963-12-28,51749120795ed487b65cc511c9bc5174,1328737887,43.407869,-75.423434,0,13303.0
1283796,1283796,2020-06-16 07:03:49,371034293500716,fraud_Mraz-Herzog,gas_transport,39.96,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,45dca1c44c9bd41cf3203d4840b248dc,1371366229,40.448565,-119.956463,0,
914108,914108,2019-12-29 18:37:02,2264937662466770,fraud_Morissette LLC,entertainment,3.22,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,2143ca0a05cad6c44dd23f7dcb767946,1356806222,28.434525,-97.685638,0,78102.0
563926,563926,2019-08-28 03:10:43,213161231269724,fraud_Stiedemann Ltd,food_dining,60.17,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,eb77131d711a8233fca46eb9d7caec5b,1346123443,34.260625,-84.949156,0,30145.0
992604,992604,2020-02-09 18:01:48,30153452207526,fraud_Terry Ltd,home,36.46,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,98540bc49e998d96175188a2ef535b3b,1360432908,32.372144,-100.419375,0,79556.0
23468,23468,2019-01-14 18:41:43,4464457352619,"fraud_Goyette, Howell and Collier",shopping_pos,6.38,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,df808669ee5eda27aefe18620cda3060,1326566503,30.663321000000003,-84.492994,0,39815.0
748029,748029,2019-11-16 13:19:31,373213026644490,fraud_Towne LLC,misc_pos,8.82,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,1694037fb57db33ab0c06bd79bd1abf2,1353071971,32.706478999999995,-117.447272,0,
724568,724568,2019-11-05 06:36:45,30487648872433,fraud_Koelpin and Sons,misc_net,4.0,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,fbb94d3be024bccc76c3705080039b23,1352097405,37.675958,-85.645044,0,40051.0
546069,546069,2019-08-21 23:47:45,4342532437704183,fraud_Emmerich-Rau,personal_care,22.21,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,37c0af7b6973bfca006303e9c04adf19,1345592865,42.850148,-76.64808599999999,0,13160.0
103643,103643,2019-03-01 17:35:42,6534628260579800,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,167.58,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,93944f1d87fe95c68f91863fed7eeac6,1330623342,44.823977,-72.84370799999999,0,5448.0
785780,785780,2019-12-01 09:49:57,2264937662466770,fraud_Friesen-Stamm,gas_transport,73.1,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,af17b179d933566b296e031954b374cc,1354355397,30.299916,-98.737775,0,78675.0
443478,443478,2019-07-16 05:18:11,4613314721966,fraud_Padberg-Welch,grocery_pos,89.95,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,88dc284cdec174f4b6c06d3e0c838ef5,1342415891,36.643604,-81.820081,0,24236.0
1230819,1230819,2020-05-28 23:13:00,581686439828,fraud_Daugherty LLC,kids_pets,53.17,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,074d1870bca1c25f9f8b405d9bef0406,1369782780,42.251331,-80.300551,0,
582285,582285,2019-09-03 17:41:58,3513618443244549,fraud_Cummerata-Hilpert,entertainment,10.89,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,206802fa74d5caa11762c2d5c825a904,1346694118,44.269290000000005,-98.458704,0,57379.0
1154548,1154548,2020-04-26 20:02:15,345389171551808,fraud_Upton PLC,entertainment,23.42,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,9859b9b57b6f27c68e127e4d37459fe5,1367006535,33.398369,-89.06808199999999,0,39769.0
1021010,1021010,2020-02-26 05:28:12,4689147265057948423,fraud_Balistreri-Nader,misc_pos,89.64,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,9d8b92685b8cf14e05f19e34c64f3f96,1361856492,41.725251,-96.794569,0,68633.0
344504,344504,2019-06-10 22:52:17,3576431665303017,fraud_Stiedemann Ltd,food_dining,79.87,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,976763e9f72e1208e66f20b8c5f5732b,1339368737,33.866795,-111.777999,0,85262.0
945336,945336,2020-01-12 23:04:22,3576021480694169,fraud_Schuppe-Schuppe,food_dining,6.83,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,ffbdc3cf98ab13a6b5b6657d54100d3f,1358031862,38.529202000000005,-95.122515,0,66079.0
711003,711003,2019-10-30 18:11:52,213156747557083,fraud_Lynch-Wisozk,home,109.76,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,7a6d5ad923f94365a61a262d82d01252,1351620712,34.032897,-118.225277,0,90021.0
585737,585737,2019-09-05 17:50:50,3521815216091574,"fraud_Larkin, Stracke and Greenfelder",entertainment,83.83,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,d0ae35498fac7422970e2fa454a222b5,1346867450,40.196227,-105.415907,0,80540.0
1078882,1078882,2020-03-24 00:50:25,30118423745458,fraud_Schmitt Inc,gas_transport,74.6,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1993-04-29,380d602b13c5371a4b24753b6e3df5ed,1364086225,40.930406,-73.864419,0,10701.0
259743,259743,2019-05-09 14:44:10,4561546772499,fraud_O'Connell-Ullrich,home,22.26,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,f50b9772061b6474c12e7fcbb6fe2e17,1336574650,34.129679,-105.18271,0,
943552,943552,2020-01-12 07:27:19,377264520876399,fraud_Rutherford-Mertz,grocery_pos,101.12,Kara,Miles,F,2076 Thomas Roads Suite 970,Cassatt,SC,29032,34.3424,-80.5,4424,Lawyer,1961-07-31,2a8e8d6406ebf57cd0d32a118737429b,1357975639,34.152059,-80.655332,0,29078.0
873732,873732,2019-12-21 04:45:43,4223708906367574214,fraud_Lemke-Gutmann,shopping_net,87.34,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,3e272f9462db95600491fd0203f16161,1356065143,39.568090000000005,-85.037947,0,47353.0
1066213,1066213,2020-03-18 06:35:47,341542810616333,"fraud_Yost, Block and Koepp",misc_pos,110.41,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,a37a1533efe628a71501a7500106c0e2,1363588547,39.326013,-94.88548,0,66048.0
94840,94840,2019-02-25 15:55:47,38052002992326,"fraud_Romaguera, Wehner and Tromp",kids_pets,5.7,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,f2b331626c1895b8518a5b4f41782001,1330185347,30.317576000000003,-94.706006,0,77519.0
685322,685322,2019-10-19 18:54:16,2706977570537524,fraud_Cormier LLC,health_fitness,75.05,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,4de7dc7ec399df93231adcb8159a9948,1350672856,38.47537,-83.279511,0,41141.0
851920,851920,2019-12-15 19:59:52,3518669219150142,"fraud_Kihn, Brakus and Goyette",personal_care,7.53,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,634744f2708a81b1a04d7c19c2925fbf,1355601592,40.076781,-83.239298,0,43064.0
754292,754292,2019-11-18 14:22:47,30408301059761,fraud_Brown Inc,kids_pets,33.85,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,1973-10-09,f201a50001bd7c8699d457968e3bfffe,1353248567,33.617954,-80.376793,0,29148.0
471345,471345,2019-07-26 23:18:01,36485887555770,"fraud_Heathcote, Yost and Kertzmann",shopping_net,6.48,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,8a7bd7b298a467c4619e761ec03bd92b,1343344681,39.766379,-81.999611,0,43777.0
864562,864562,2019-12-18 17:43:36,3596357274378601,"fraud_Berge, Kautzer and Harris",personal_care,41.9,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,1973-05-27,2af1079b0304b88227488d0370399a76,1355852616,41.009617,-78.96334300000001,0,15711.0
296452,296452,2019-05-25 16:49:00,180031190491743,fraud_Fritsch LLC,travel,1284.76,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,c88f04951e5d08610ab0a6ffafabeb66,1337964540,30.658961,-88.997636,0,39574.0
1158171,1158171,2020-04-27 23:37:32,3565423334076143,fraud_Hirthe-Beier,health_fitness,43.47,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,05df6ede2d08188cf6782a0374547366,1367105852,39.833214,-87.914488,0,61932.0
1179279,1179279,2020-05-07 12:22:49,30143535920989,fraud_Barton LLC,kids_pets,4.24,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,9ce2a1f4463f7fb153eb0b58fa662e43,1367929369,38.940316,-75.17349300000001,0,
660238,660238,2019-10-07 21:44:06,213178850083780,fraud_Kutch-Wilderman,home,87.29,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,cddedab3c933be97df315ccd8dd032d8,1349646246,46.36023,-117.59056,0,99347.0
1174646,1174646,2020-05-05 07:18:36,343464013864032,fraud_O'Keefe-Hudson,grocery_pos,101.72,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1962-08-13,7f6bd0980575eb474af6021b8b456581,1367738316,36.235843,-78.572379,0,27565.0
452916,452916,2019-07-20 11:35:23,4186530744674,"fraud_Schaefer, McGlynn and Bosco",gas_transport,83.4,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,6ac4232c0d8913c18a45a795fdbbda64,1342784123,32.727952,-81.191349,0,29918.0
610791,610791,2019-09-16 11:05:51,4979422371139333,fraud_Schamberger-O'Keefe,grocery_pos,133.88,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,1935-02-10,74819233b090b172f65763d173565161,1347793551,41.255759000000005,-99.32022,0,68855.0
770691,770691,2019-11-25 18:31:01,4777065439639721,fraud_Morissette LLC,entertainment,71.46,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,ac2348343ea029ce745ba7bf756c23c1,1353868261,40.486509000000005,-75.88838,0,19510.0
228352,228352,2019-04-25 16:49:55,213141712584544,fraud_Howe PLC,entertainment,101.32,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,b3e08a69e6f10f467eaa51e4998fa673,1335372595,32.137824,-90.583024,0,39175.0
403225,403225,2019-07-01 20:56:27,213163860545705,fraud_Renner Ltd,home,71.73,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,cc0884d9feb0a7a0e74d7be3559b4cad,1341176187,33.04647,-82.757254,0,31082.0
852484,852484,2019-12-15 21:40:52,180014262259255,"fraud_Becker, Harris and Harvey",personal_care,138.52,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,1135a1b2abb593e6176708c87ec36438,1355607652,30.886658,-87.10828599999999,0,32565.0
1215644,1215644,2020-05-23 23:26:21,3583793405872580,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,8.57,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,8d58adebb53bad24ea785dc2b3abee91,1369351581,34.66048,-98.738955,0,73552.0
457745,457745,2019-07-21 17:46:39,30238755902988,fraud_Macejkovic-Lesch,shopping_pos,9.41,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,f7d901331f3b3dda1e0d4fa42b98ecd3,1342892799,31.508044,-97.581344,0,76561.0
852551,852551,2019-12-15 21:51:51,4642894980163,fraud_Botsford PLC,home,29.55,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,1990-07-13,4daa8d5cfbbcb66b52c049debdfebeed,1355608311,41.290793,-95.105583,0,51544.0
91740,91740,2019-02-24 04:48:14,4713464490314802,fraud_Boyer-Reichert,shopping_net,97.87,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641,45.7084,-101.1546,295,"Designer, industrial/product",1981-01-26,c9465fb0d82593e797c51ac81b06bd7f,1330058894,46.704902,-101.53172,0,58520.0
1097163,1097163,2020-03-31 20:41:40,4587657402165341815,"fraud_Hills, Hegmann and Schaefer",health_fitness,32.2,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,3944322ea8a02d57a1b45a6a2a7a60dc,1364762500,41.749771,-87.223786,0,46403.0
152741,152741,2019-03-23 12:22:30,180084576295055,fraud_Bernhard-Lesch,food_dining,128.21,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,d546a3b869fa37289cd7c2ed97f99cff,1332505350,29.352409,-97.016548,0,77964.0
686243,686243,2019-10-20 01:55:49,376262134119629,fraud_Turner and Sons,shopping_pos,28.46,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,e84c3d6d6de91337bcfdcf236d6d4b37,1350698149,28.126437,-81.376361,0,34759.0
1110330,1110330,2020-04-06 21:52:48,4292743669224718067,fraud_Balistreri-Nader,misc_pos,2.68,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,860a626121e320a7e5faba66fb481822,1365285168,37.605835,-76.17815,0,23043.0
499246,499246,2019-08-05 04:00:47,567868110212,fraud_Nader-Heller,misc_net,52.5,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,503b068899952c8ad1c09cda8ce3c021,1344139247,29.85083,-95.454421,0,77091.0
1036876,1036876,2020-03-05 23:50:01,4681601008538160,fraud_Jast Ltd,shopping_net,1.21,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,30c5a89ef1ab4aa22eca86414101fae7,1362527401,39.120584,-80.4591,0,26378.0
988320,988320,2020-02-07 14:28:30,374930071163758,"fraud_McDermott, Osinski and Morar",home,54.08,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,7bbc2f3defda8e5b620418b3e9380832,1360247310,42.291825,-82.836501,0,48230.0
1255477,1255477,2020-06-06 23:35:36,571314334723,"fraud_Armstrong, Walter and Gottlieb",food_dining,41.33,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,40734a6c3a7b9db7efbc7f78b4533705,1370561736,39.520599,-80.528514,0,26437.0
79187,79187,2019-02-16 19:30:26,4505383113689,fraud_Schumm PLC,health_fitness,4.52,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,7c67c0a11c3747ff0f6b45c07a02918b,1329420626,38.611504,-77.331406,0,22025.0
224431,224431,2019-04-23 09:07:57,3549202406645667,fraud_Bradtke PLC,grocery_pos,79.25,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,9859de2a0990f43cdabcbc0ac2dfcb84,1335172077,42.68063,-70.608497,0,1966.0
837825,837825,2019-12-12 23:41:31,4890424426862856940,"fraud_Turcotte, Batz and Buckridge",health_fitness,98.4,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,0dd67ed48f69c72eb99b98bf996812e2,1355355691,37.680411,-121.569523,0,95391.0
294973,294973,2019-05-25 05:36:08,213186880359195,"fraud_Kohler, Lindgren and Koelpin",grocery_net,50.29,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,3c69d6d3b0e68175ac210e237f36062e,1337924168,41.351705,-90.581911,0,61284.0
379877,379877,2019-06-23 21:22:09,3583635130604947,"fraud_Reichert, Huels and Hoppe",shopping_net,24.36,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,8992e5c50252cb0c8c14f25ed1714402,1340486529,39.546773,-74.26266899999999,0,8008.0
163064,163064,2019-03-27 15:53:01,2248348993063230,fraud_Gerhold LLC,home,18.2,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,df9bc3250171dd9712698cdba734507c,1332863581,41.220857,-81.631819,0,44286.0
340983,340983,2019-06-10 00:41:26,213125815021702,"fraud_Schumm, Bauch and Ondricka",grocery_pos,164.27,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,1931-09-12,eec001b2468dc07d3ed77b7b4d6dd250,1339288886,41.561975,-73.67156899999999,0,12531.0
669243,669243,2019-10-12 17:01:57,38052002992326,fraud_Skiles LLC,home,34.15,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,1e6776e3e1f9d7e2f32e545812356429,1350061317,30.395469,-94.575759,0,77585.0
832721,832721,2019-12-11 15:39:35,571365235126,fraud_Schmidt-Larkin,home,55.06,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fb00c89ecd6a1b9b6e4e3b7b643567e2,1355240375,44.721545,-86.90055,0,
